Run number,chip_sn,start_column,stop_column,chip_config_file,frontend,Masked pixel in FE,Masked in row 99,IBIAS,ITHR,ICASN,IDB,ITUNE,ICOMP,IDEL,IRAM,VRESET,VCASP,VCASC,VCLIP,THR min pulse 19 TB,THR min lab pre TB,THR pulse 19 post TB,THR min post TB,THR max post TB,THR dispersion pulse19 post TB,NOISE pulse 19 post TB,THR_effective=THR_min +DeltaTHR/2,sigma_effective ~ sqrt(noise**2 + DeltaTHR/2**),THR_effective/sigma_effective,scan_noise_timeout [s],number hits,Fake hit rate post TB,File THR_scan pulse19,Calibration_TOT,run_configure_date,run_configure_time,elog_start,elog_stop,LogFile,Cu [°C],NTC [°C],LogFile.1,U_LV/V,U_PWELL/V,U_PSUBWELL/V,U_HV/V,I_LV/mA,I_PWELL/mA,I_PSUBWELL/mA,I_HV/uA,Comment
2159,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"50,2",,"47,88","47,88",,"1,38","3,72","23,94","24,23","0,99",100,79376,"7,01E-03",20250925_113147,TRUE,2025-04-13,00:23:42,13.04.2025 00:24:47,13.04.2025 00:32:04,2025-04-12 10:50:30_usbtc08_log.csv,"38,0","34,60",2025-04-13 00:22:42_power_log.csv,"1,8","6,0","9,0","0,0","357,47","0,78","0,8","-1,69",same as run 2161
2161,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"50,2",,"47,88","47,88",,"1,38","3,72","23,94","24,23","0,99",100,79376,"7,01E-03",20250925_113147,TRUE,2025-04-13,00:34:14,13.04.2025 00:34:41,13.04.2025 00:42:05,2025-04-12 10:50:30_usbtc08_log.csv,"38,01","34,79",2025-04-13 00:33:42_power_log.csv,"1,8","6,0","9,0","0,0","357,56","0,76","0,79","-1,68",same as run 2159
2162,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR50/20250410_231253_threshold_scan_interpreted.h5,DCC,"1.061,00","2,0",70.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"55,1",,"52,4","52,4",,"1,33","3,78","23,94","24,24","0,99",300,23400,"6,86E-04",20250925_115820,TRUE,2025-04-13,00:44:23,13.04.2025 00:44:48,13.04.2025 00:52:07,2025-04-12 10:50:30_usbtc08_log.csv,"38,0","34,82",2025-04-13 00:33:42_power_log.csv,"1,8","6,0","9,0","0,0","346,08","0,77","0,7","-1,59",same as run 2165
2165,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR50/20250410_231253_threshold_scan_interpreted.h5,DCC,"1.061,00","2,0",70.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"55,1",,"52,4","52,4",,"1,33","3,78","26,2","26,47","0,99",300,23400,"6,86E-04",20250925_115820,TRUE,2025-04-13,01:00:18,,,2025-04-12 10:50:30_usbtc08_log.csv,"38,0","35,02",2025-04-13 00:59:37_power_log.csv,"1,8","6,0","9,0","0,0","346,13","0,74","0,71","-1,52",same as run 2162
2166,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR55/20250410_225613_noise_occupancy_scan_interpreted.h5,DCC,"1.061,00","2,0",60.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"60,7",,"56,93","56,93",,"1,37","3,9","28,465","28,73","0,99",300,9434,"2,77E-04",20250925_145833,TRUE,2025-04-13,01:09:56,13.04.2025 01:11:07,13.04.2025 01:18:41,2025-04-12 10:50:30_usbtc08_log.csv,"38,0","34,81",2025-04-13 01:09:05_power_log.csv,"1,8","6,0","9,0","0,0","333,94","0,7","0,73","-1,36",same as run 2167
2167,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR55/20250410_225613_noise_occupancy_scan_interpreted.h5,DCC,"1.061,00","2,0",60.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"60,7",,"56,93","56,93",,"1,37","3,9","28,465","28,73","0,99",300,9434,"2,77E-04",20250925_145833,TRUE,2025-04-13,01:19:04,13.04.2025 01:19:55,13.04.2025 01:27:14,2025-04-12 10:50:30_usbtc08_log.csv,"38,0","34,81",2025-04-13 01:09:05_power_log.csv,"1,8","6,0","9,0","0,0","333,91","0,72","0,7","-1,36",same as run 2166
2172,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"58,8",,"54,74","54,74",,"2,18","3,01","27,37","27,54","0,99",300,262,"7,71E-06",20251007_153623,TRUE,2025-04-13,13:20:21,13.04.2025 13:21:30,13.04.2025 13:28:49,2025-04-13 10:57:58_usbtc08_log.csv,"31,0","29,76",2025-04-13 13:19:22_power_log.csv,"1,8","4,0","0,0","0,0","351,38","0,5","0,2","0,0",
2174,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"65,7",,"61,43","61,43",,"2,52","3,14","30,715","30,88","0,99",300,205,"6,03E-06",20251007_155256,TRUE,2025-04-13,13:32:10,13.04.2025 13:33:08,13.04.2025 13:40:25,2025-04-13 10:57:58_usbtc08_log.csv,"31,0","29,76",2025-04-13 13:31:16_power_log.csv,"1,8","3,0","0,0","0,0","350,89","0,55","0,21","0,0",
2176,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"73,1",,"68,48","68,48",,"3,02","3,25","34,24","34,39","1,00",300,152,"4,47E-06",20251007_160818,TRUE,2025-04-13,13:43:37,13.04.2025 13:43:59,13.04.2025 13:51:12,2025-04-13 10:57:58_usbtc08_log.csv,"31,0","29,76",2025-04-13 13:42:51_power_log.csv,"1,8","2,0","0,0","0,0","350,35","0,51","0,2","0,0",
2182,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_35C_THR55/20250410_224331_threshold_scan_interpreted.h5,DCC,"1.060,00","2,0",60.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"69,4",,"65,32","65,32",,"1,72","4,59","32,66","32,98","0,99",300,1447,"4,24E-05",20251007_180215,TRUE,2025-04-13,14:34:15,13.04.2025 14:34:54,13.04.2025 14:42:18,2025-04-13 10:57:58_usbtc08_log.csv,"45,0","40,08",2025-04-13 14:32:21_power_log.csv,"1,8","6,0","9,0","0,0","336,0","1,03","1,0","0,0",
2187,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_40C_THR55/20250411_235354_threshold_scan_interpreted.h5,DCC,"1.156,00","2,0",60.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"85,6",,"80,38","80,38",,"2,19","5,88","40,19","40,62","0,99",300,54584,"1,60E-03",20251008_100917,TRUE,2025-04-13,15:25:23,13.04.2025 15:26:10,13.04.2025 15:33:58,2025-04-13 10:57:58_usbtc08_log.csv,"52,99","46,16",2025-04-13 15:23:17_power_log.csv,"1,8","6,0","9,0","0,0","338,94","1,69","1,45","0,0",
