Run number,chip_sn,start_column,stop_column,chip_config_file,frontend,Masked pixel in FE,Masked in row 99,IBIAS,ITHR,ICASN,IDB,ITUNE,ICOMP,IDEL,IRAM,VRESET,VCASP,VCASC,VCLIP,THR min pulse 19 TB,THR min lab pre TB,THR pulse 19 post TB,THR min post TB,THR max post TB,THR dispersion pulse19 post TB,NOISE pulse 19 post TB,THR_effective=THR_min +DeltaTHR/2,sigma_effective ~ sqrt(noise**2 + DeltaTHR/2**),THR_effective/sigma_effective,scan_noise_timeout [s],number hits,Fake hit rate post TB,File THR_scan pulse19,Calibration_TOT,run_configure_date,run_configure_time,elog_start,elog_stop,LogFile,Cu [°C],NTC [°C],LogFile.1,U_LV/V,U_PWELL/V,U_PSUBWELL/V,U_HV/V,I_LV/mA,I_PWELL/mA,I_PSUBWELL/mA,I_HV/uA,Comment
1816,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"10,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,02:10:19,06.04.2025 02:10:43,06.04.2025 02:40:07,2025-04-05 16:38:14_usbtc08_log.csv,"11,49","15,33",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","411,9","0,3","0,19","4,1",
1817,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"10,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,03:00:34,06.04.2025 03:01:05,06.04.2025 03:30:34,2025-04-05 16:38:14_usbtc08_log.csv,"3,52","9,65",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","410,53","0,3","0,19","2,09",
1819,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"16,3",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,04:13:37,06.04.2025 04:14:18,06.04.2025 04:44:01,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,44",2025-04-06 04:00:44_power_log.csv,"1,8","0,0","0,0","6,0","415,35","0,4","0,22","18,6",
1820,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,04:55:28,06.04.2025 04:56:09,06.04.2025 05:18:10,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,53",2025-04-06 04:46:09_power_log.csv,"1,8","6,0","14,0","0,0","408,67","0,7","0,86","19,1",
1822,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,05:22:46,06.04.2025 05:23:20,06.04.2025 05:44:54,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,49",2025-04-06 05:22:12_power_log.csv,"1,8","6,0","12,0","0,0","408,56","0,7","0,53","19,03",
1823,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,05:45:56,06.04.2025 05:47:10,06.04.2025 06:09:04,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,48",2025-04-06 05:45:35_power_log.csv,"1,8","6,0","10,0","0,0","408,55","0,7","0,3","19,02",
1824,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,3",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,06:09:52,06.04.2025 06:11:15,06.04.2025 06:33:02,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,48",2025-04-06 06:09:37_power_log.csv,"1,8","6,0","8,0","0,0","408,53","0,7","0,27","18,99",
1825,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,3",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,06:33:50,06.04.2025 06:35:00,06.04.2025 06:56:46,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,45",2025-04-06 06:33:33_power_log.csv,"1,8","6,0","6,0","0,0","408,51","0,7","0,3","18,88",
1827,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,06:59:38,06.04.2025 07:00:30,06.04.2025 07:22:55,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,45",2025-04-06 06:59:25_power_log.csv,"1,8","6,0","4,0","0,0","408,42","0,7","0,3","18,77",
1828,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,07:24:05,06.04.2025 07:24:40,06.04.2025 07:46:37,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,48",2025-04-06 07:23:37_power_log.csv,"1,8","6,0","3,0","0,0","408,38","0,7","0,3","18,72",
1829,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,07:47:34,06.04.2025 07:48:38,06.04.2025 08:10:41,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,46",2025-04-06 07:47:16_power_log.csv,"1,8","6,0","2,0","0,0","408,33","0,7","0,3","18,63",
1833,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,08:27:40,06.04.2025 08:28:11,06.04.2025 08:50:48,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,52",2025-04-06 08:26:41_power_log.csv,"1,8","6,0","1,0","0,0","408,34","0,7","0,3","18,51",
1834,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,08:52:43,06.04.2025 08:53:28,06.04.2025 09:16:37,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,56",2025-04-06 08:51:24_power_log.csv,"1,8","6,0","0,0","0,0","408,16","0,7","0,3","18,11",
1840,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"33,6",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,12:46:38,06.04.2025 12:47:32,06.04.2025 13:26:17,2025-04-05 16:38:14_usbtc08_log.csv,"38,0","34,94",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","412,86","1,0","1,0","33,19",
1841,W2R5,"360,00","448,00",/home/bellevtx01/TB2025_DESY_tuning_LAB/W2R5_TB2025_DESY/Lab measurements/W2R5_DCC/20250331_113541_threshold_scan_interpreted.h5,DCC,"664,00","0,0",100.0,50.0,50.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"40,3",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,13:29:09,06.04.2025 13:30:43,06.04.2025 13:53:35,2025-04-05 16:38:14_usbtc08_log.csv,"38,0","34,92",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","402,33","1,0","1,0","32,66",
1843,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"38,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,14:10:06,06.04.2025 14:10:34,06.04.2025 14:36:40,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,17",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","417,44","1,4","1,58","56,36",
1844,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"38,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,14:42:20,06.04.2025 14:42:44,06.04.2025 15:04:55,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,24",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","417,49","1,4","1,54","56,44",
1845,W2R5,"360,00","448,00",/home/bellevtx01/TB2025_DESY_tuning_LAB/W2R5_TB2025_DESY/Lab measurements/W2R5_DCC/20250331_144002_threshold_scan_interpreted.h5,DCC,"666,00","0,0",100.0,50.0,60.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"44,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,15:06:12,06.04.2025 15:06:39,06.04.2025 15:30:30,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,25",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","409,15","1,38","1,5","55,8",
1846,W2R5,"360,00","448,00",/home/bellevtx01/TB2025_DESY_tuning_LAB/W2R5_TB2025_DESY/Lab measurements/W2R5_DCC/20250331_144701_threshold_scan_interpreted.h5,DCC,"666,00","0,0",100.0,50.0,130.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"34,7",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,15:44:27,06.04.2025 15:45:31,06.04.2025 16:11:35,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,31",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","422,98","1,4","1,5","56,96",
1847,W2R5,"360,00","448,00",/home/bellevtx01/TB2025_DESY_tuning_LAB/W2R5_TB2025_DESY/Lab measurements/W2R5_DCC/20250331_144701_threshold_scan_interpreted.h5,DCC,"666,00","0,0",100.0,50.0,20.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"55,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,16:43:14,06.04.2025 16:43:46,06.04.2025 17:06:13,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,19",2025-04-06 10:25:30_power_log.csv,"1,8","6,0","14,0","0,0","399,06","1,3","1,1","54,66",
1849,W2R5,"360,00","448,00",/home/bellevtx01/TB2025_DESY_tuning_LAB/W2R5_TB2025_DESY/Lab measurements/W2R5_DCC/20250331_144701_threshold_scan_interpreted.h5,DCC,"666,00","0,0",100.0,50.0,5.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"64,7",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,17:10:46,06.04.2025 17:11:09,06.04.2025 17:33:03,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,27",2025-04-06 17:08:52_power_log.csv,"1,8","6,0","14,0","0,0","394,66","1,3","1,13","54,46",
1850,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,20.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"46,8",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,17:43:44,06.04.2025 17:44:07,06.04.2025 18:05:49,2025-04-05 16:38:14_usbtc08_log.csv,"37,99","35,12",2025-04-06 17:08:52_power_log.csv,"1,8","6,0","14,0","0,0","394,96","0,98","0,7","32,36",
1851,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,5.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"54,3",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,18:06:21,06.04.2025 18:06:50,06.04.2025 18:28:29,2025-04-05 16:38:14_usbtc08_log.csv,"38,0","35,03",2025-04-06 17:08:52_power_log.csv,"1,8","6,0","14,0","0,0","390,47","0,94","0,7","32,06",
1852,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,40.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"28,8",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,18:37:27,06.04.2025 18:37:53,06.04.2025 18:59:44,2025-04-05 16:38:14_usbtc08_log.csv,"30,99","29,83",2025-04-06 17:08:52_power_log.csv,"1,8","6,0","14,0","0,0","395,81","0,7","0,3","18,83",
1853,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,60.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"32,6",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,19:00:08,06.04.2025 19:00:35,06.04.2025 19:22:40,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,74",2025-04-06 17:08:52_power_log.csv,"1,8","6,0","14,0","0,0","400,38","0,7","0,3","18,9",
1855,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"28,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,22:22:05,06.04.2025 22:25:42,06.04.2025 22:32:14,2025-04-05 16:38:14_usbtc08_log.csv,"24,95","25,02",2025-04-06 22:19:55_power_log.csv,"1,8","6,0","14,0","0,0","404,68","0,6","0,3","11,65",
1857,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"28,1",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,22:37:25,06.04.2025 22:37:42,06.04.2025 22:59:43,2025-04-05 16:38:14_usbtc08_log.csv,"25,0","25,07",2025-04-06 22:19:55_power_log.csv,"1,8","6,0","14,0","0,0","404,7","0,6","0,22","11,72",
1859,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"26,6",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,23:10:33,06.04.2025 23:10:59,06.04.2025 23:32:19,2025-04-05 16:38:14_usbtc08_log.csv,"18,0","20,01",2025-04-06 23:10:05_power_log.csv,"1,8","6,0","14,0","0,0","400,52","0,49","0,1","6,61",
1860,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"25,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,23:43:15,06.04.2025 23:43:34,07.04.2025 00:05:39,2025-04-05 16:38:14_usbtc08_log.csv,"11,02","14,93",2025-04-06 23:10:05_power_log.csv,"1,8","6,0","14,0","0,0","396,22","0,4","0,02","3,66",
1863,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"24,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,00:22:25,07.04.2025 00:22:44,07.04.2025 00:45:01,2025-04-05 16:38:14_usbtc08_log.csv,"4,0","9,89",2025-04-07 00:21:39_power_log.csv,"1,8","6,0","14,0","0,0","391,7","0,3","0,03","1,99",
1868,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"24,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,10:56:56,07.04.2025 10:57:24,07.04.2025 11:36:45,2025-04-05 16:38:14_usbtc08_log.csv,"4,0","9,70",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","386,51","0,3","0,0","1,94",
1873,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"24,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,13:13:57,,,2025-04-05 16:38:14_usbtc08_log.csv,"4,0","9,75",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","386,43","0,3","0,0","1,95",
1874,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"24,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,13:18:37,,,2025-04-05 16:38:14_usbtc08_log.csv,"4,0","9,75",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","386,47","0,3","0,0","1,95",
1875,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"24,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,14:19:46,,,2025-04-05 16:38:14_usbtc08_log.csv,"4,0","9,75",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","386,42","0,3","0,0","1,95",
1876,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,"28,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,16:29:44,,,2025-04-05 16:38:14_usbtc08_log.csv,"31,01","29,47",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","402,84","0,7","0,4","18,8",
1877,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,17:06:44,07.04.2025 17:07:12,07.04.2025 17:29:14,2025-04-05 16:38:14_usbtc08_log.csv,"38,01","34,91",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","407,25","0,97","0,7","32,69",
1878,W2R5,"380,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"513,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,,,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-07,17:36:19,07.04.2025 17:36:49,07.04.2025 18:00:24,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,22",2025-04-07 10:01:42_power_log.csv,"1,8","6,0","14,0","0,0","411,69","1,3","1,1","55,58",
1884,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"27,4","27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-08,09:28:23,08.04.2025 09:30:08,08.04.2025 09:50:04,2025-04-08 08:56:34_usbtc08_log.csv,"30,5","29,48",2025-04-08 08:54:25_power_log.csv,"1,8","6,0","14,0","0,0","383,78","1,0","0,7","39,59",
1885,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"27,4","27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-08,09:50:20,08.04.2025 09:50:48,08.04.2025 10:13:03,2025-04-08 08:56:34_usbtc08_log.csv,"30,5","29,52",2025-04-08 08:54:25_power_log.csv,"1,8","6,0","14,0","0,0","383,79","1,0","0,7","39,66",
1886,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_Max2/W8R6_DCC_30C_THR25_Max2/20250406_165450_threshold_scan_interpreted.h5,DCC,"1.340,00","1,0",100.0,64.0,40.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,200.0,255.0,,25,24,24,"34,6","0,6","3,16","29,3","6,17","4,75",300,486466,"1,43E-02",20250704_110332,TRUE,2025-04-08,10:14:38,08.04.2025 10:15:19,08.04.2025 10:35:18,2025-04-08 08:56:34_usbtc08_log.csv,"30,5","29,53",2025-04-08 08:54:25_power_log.csv,"1,8","6,0","14,0","0,0","383,78","1,0","0,7","39,69",
1887,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_Max2/W8R6_DCC_30C_THR27_Max2/20250406_163451_threshold_scan_interpreted.h5,DCC,"989,00","0,0",100.0,64.0,25.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,200.0,255.0,,27,"26,2","26,2","36,8","0,6","3,20","31,5","6,19","5,09","300,00","116607,00","3,42E-03",20250704_112435,TRUE,2025-04-08,10:38:31,08.04.2025 10:39:02,08.04.2025 10:58:31,2025-04-08 08:56:34_usbtc08_log.csv,"30,5","29,65",2025-04-08 08:54:25_power_log.csv,"1,8","6,0","14,0","0,0","410,09","1,0","0,7","42,08",
1888,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_Max2/W8R6_DCC_30C_THR30_Max2/20250406_194015_threshold_scan_interpreted.h5,DCC,"720,00","0,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,200.0,255.0,,30,"29,3","29,3","40,1","0,6","3,25","34,7","6,30","5,51",300,30590,"8,95E-04",20250704_114624,TRUE,2025-04-08,11:01:27,08.04.2025 11:01:58,08.04.2025 11:22:40,2025-04-08 08:56:34_usbtc08_log.csv,"30,5","29,59",2025-04-08 08:54:25_power_log.csv,"1,8","6,0","14,0","0,0","396,2","1,0","0,7","40,67",
1889,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"32,3","31,7","31,7","43,2","0,8","4,1","37,45","7,06","5,30",300,512323,"1,51E-02",20250829_165904,TRUE,2025-04-08,11:49:39,08.04.2025 11:50:04,08.04.2025 12:12:32,2025-04-08 08:56:34_usbtc08_log.csv,"38,0","35,44",2025-04-08 08:54:25_power_log.csv,"1,8","6,0","14,0","0,0","391,86","1,5","1,0","71,37",
